date,phc_id,state,medicine_name,weather_condition,temperature_c,local_festival,patient_footfall,daily_consumption_rate,stock_on_hand,predicted_days_to_stockout,critical_deficit_flag,nearest_hub_surplus,hub_distance_km
2023-03-13,PHC_048,Maharashtra,Amoxicillin 500mg (Antibiotic),Monsoon/Heavy Rain,25.4,Diwali,209,61,188,3.1,1,401,21.8
2023-03-13,PHC_049,Rajasthan,Oxytocin 10 IU (Maternal),Clear,22.2,Kumbh Mela,146,30,331,11.0,0,661,72.1
2023-03-13,PHC_049,Rajasthan,ORS Packets,High Humidity,22.4,Kumbh Mela,91,14,22,1.6,1,325,65.6
2023-03-14,PHC_003,Uttar Pradesh,ORS Packets,Monsoon/Heavy Rain,28.9,Local Fair,199,75,77,1.0,1,142,79.8
2023-03-14,PHC_003,Uttar Pradesh,Paracetamol 500mg (Antipyretic),High Humidity,28.0,None,74,25,333,13.3,0,682,33.5
2023-03-14,PHC_004,Karnataka,Paracetamol 500mg (Antipyretic),Heatwave,41.5,None,91,29,497,17.1,0,354,62.7
2023-03-14,PHC_004,Karnataka,Paracetamol 500mg (Antipyretic),Heatwave,26.8,Kumbh Mela,136,13,17,1.3,1,484,77.5
2023-03-14,PHC_006,Gujarat,Paracetamol 500mg (Antipyretic),High Humidity,33.8,Holi,156,45,379,8.4,0,322,52.3
2023-03-14,PHC_008,Gujarat,Amoxicillin 500mg (Antibiotic),Heatwave,41.5,None,126,25,322,12.9,0,744,64.7
2023-03-14,PHC_008,Gujarat,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,28.8,None,147,17,233,13.7,0,374,15.6
2023-03-14,PHC_008,Gujarat,Paracetamol 500mg (Antipyretic),Heatwave,23.6,None,95,24,338,14.1,0,41,21.9
2023-03-14,PHC_009,Gujarat,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,34.2,Holi,98,25,415,16.6,0,561,67.0
2023-03-14,PHC_009,Gujarat,Ceftriaxone 1g (Antibiotic),High Humidity,36.2,Local Fair,104,34,392,11.5,0,826,70.0
2023-03-14,PHC_010,Tamil Nadu,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,32.0,Local Fair,140,44,231,5.2,0,624,59.1
2023-03-14,PHC_013,Bihar,Snake Venom Antiserum,High Humidity,39.2,Diwali,87,25,140,5.6,0,563,13.9
2023-03-14,PHC_014,Bihar,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,37.5,Local Fair,184,25,456,18.2,0,652,36.5
2023-03-14,PHC_014,Bihar,Amoxicillin 500mg (Antibiotic),High Humidity,22.1,Diwali,122,43,441,10.3,0,970,37.3
2023-03-14,PHC_015,Uttar Pradesh,Snake Venom Antiserum,Clear,30.0,Local Fair,74,18,295,16.4,0,461,50.8
2023-03-14,PHC_017,Maharashtra,Snake Venom Antiserum,High Humidity,22.2,Diwali,62,24,234,9.8,0,379,22.4
2023-03-14,PHC_019,Maharashtra,Snake Venom Antiserum,Heatwave,38.0,None,103,40,340,8.5,0,55,51.8
2023-03-14,PHC_023,Rajasthan,Oxytocin 10 IU (Maternal),Clear,36.0,None,68,25,114,4.6,1,540,76.9
2023-03-14,PHC_024,Maharashtra,ORS Packets,High Humidity,43.1,Holi,146,46,434,9.4,0,200,12.4
2023-03-14,PHC_025,Gujarat,Ceftriaxone 1g (Antibiotic),High Humidity,28.7,Diwali,75,12,461,38.4,0,53,32.2
2023-03-14,PHC_025,Gujarat,Ceftriaxone 1g (Antibiotic),High Humidity,29.5,Local Fair,141,22,250,11.4,0,304,49.8
2023-03-14,PHC_026,Karnataka,Paracetamol 500mg (Antipyretic),High Humidity,26.8,Holi,56,20,208,10.4,0,974,28.9
2023-03-14,PHC_026,Karnataka,Oxytocin 10 IU (Maternal),Clear,32.6,Kumbh Mela,168,27,145,5.4,0,188,67.7
2023-03-14,PHC_026,Karnataka,Oxytocin 10 IU (Maternal),Heatwave,27.7,Diwali,87,13,52,4.0,1,811,19.3
2023-03-14,PHC_026,Karnataka,ORS Packets,Clear,31.4,Diwali,106,39,240,6.2,0,939,69.1
2023-03-14,PHC_027,Karnataka,Oxytocin 10 IU (Maternal),Heatwave,30.2,Diwali,140,31,396,12.8,0,15,53.0
2023-03-14,PHC_028,Gujarat,Paracetamol 500mg (Antipyretic),Heatwave,40.7,Kumbh Mela,147,25,361,14.4,0,997,44.1
2023-03-14,PHC_030,Uttar Pradesh,Snake Venom Antiserum,Monsoon/Heavy Rain,34.2,Holi,155,16,238,14.9,0,632,11.2
2023-03-14,PHC_030,Uttar Pradesh,Amoxicillin 500mg (Antibiotic),Clear,37.4,Kumbh Mela,100,19,299,15.7,0,824,33.2
2023-03-14,PHC_030,Uttar Pradesh,Ceftriaxone 1g (Antibiotic),Heatwave,31.0,Diwali,124,17,57,3.4,1,492,10.6
2023-03-14,PHC_030,Uttar Pradesh,Amoxicillin 500mg (Antibiotic),Heatwave,40.5,Holi,95,34,101,3.0,1,132,33.8
2023-03-14,PHC_034,Uttar Pradesh,Oxytocin 10 IU (Maternal),Clear,40.8,None,55,16,164,10.2,0,329,33.9
2023-03-14,PHC_034,Uttar Pradesh,ORS Packets,Heatwave,22.3,Local Fair,68,23,420,18.3,0,694,60.9
2023-03-14,PHC_036,Tamil Nadu,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,38.8,Diwali,126,30,161,5.4,0,232,34.4
2023-03-14,PHC_036,Tamil Nadu,Amoxicillin 500mg (Antibiotic),Heatwave,33.2,None,143,35,122,3.5,1,465,22.2
2023-03-14,PHC_039,Assam,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,32.0,Kumbh Mela,157,61,412,6.8,0,0,12.2
2023-03-14,PHC_039,Assam,Rabies Immunoglobulin (ARV),High Humidity,30.7,Kumbh Mela,164,60,383,6.4,0,567,10.3
2023-03-14,PHC_040,Bihar,Ceftriaxone 1g (Antibiotic),Heatwave,35.1,Local Fair,138,36,437,12.1,0,128,45.9
2023-03-14,PHC_043,Uttar Pradesh,Snake Venom Antiserum,Monsoon/Heavy Rain,43.2,Diwali,113,36,7,0.2,1,578,20.2
2023-03-14,PHC_046,Assam,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,35.1,Kumbh Mela,255,34,103,3.0,1,754,22.9
2023-03-14,PHC_046,Assam,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,26.6,Holi,223,30,28,0.9,1,865,50.9
2023-03-14,PHC_047,Bihar,Amoxicillin 500mg (Antibiotic),Heatwave,38.2,Holi,145,54,382,7.1,0,205,73.3
2023-03-14,PHC_047,Bihar,Paracetamol 500mg (Antipyretic),Heatwave,32.3,Holi,153,35,359,10.3,0,673,10.1
2023-03-15,PHC_001,Tamil Nadu,Snake Venom Antiserum,Heatwave,32.1,Diwali,110,40,356,8.9,0,953,16.9
2023-03-15,PHC_001,Tamil Nadu,Amoxicillin 500mg (Antibiotic),High Humidity,25.2,Local Fair,73,28,60,2.1,1,457,27.0
2023-03-15,PHC_001,Tamil Nadu,ORS Packets,Monsoon/Heavy Rain,31.6,None,172,49,99,2.0,1,591,55.0
2023-03-15,PHC_003,Uttar Pradesh,Ceftriaxone 1g (Antibiotic),Heatwave,44.6,Diwali,115,19,225,11.8,0,553,12.8
2023-03-15,PHC_006,Gujarat,Snake Venom Antiserum,High Humidity,30.5,Local Fair,126,24,328,13.7,0,76,74.0
2023-03-15,PHC_007,Karnataka,Rabies Immunoglobulin (ARV),Heatwave,37.4,Holi,130,24,108,4.5,1,986,39.2
2023-03-15,PHC_010,Tamil Nadu,Snake Venom Antiserum,Heatwave,30.6,Diwali,96,22,303,13.8,0,716,27.2
2023-03-15,PHC_010,Tamil Nadu,Paracetamol 500mg (Antipyretic),Clear,33.7,None,137,16,430,26.9,0,795,45.9
2023-03-15,PHC_014,Bihar,Paracetamol 500mg (Antipyretic),Heatwave,34.6,Diwali,58,8,411,51.4,0,775,24.8
2023-03-15,PHC_019,Maharashtra,Snake Venom Antiserum,Clear,38.7,Diwali,157,22,367,16.7,0,873,26.9
2023-03-15,PHC_021,Bihar,Oxytocin 10 IU (Maternal),Clear,37.9,Local Fair,161,55,257,4.7,1,620,54.1
2023-03-15,PHC_023,Rajasthan,Ceftriaxone 1g (Antibiotic),Clear,44.3,Kumbh Mela,75,19,463,24.4,0,598,79.7
2023-03-15,PHC_023,Rajasthan,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,43.3,Diwali,127,48,455,9.5,0,849,68.3
2023-03-15,PHC_024,Maharashtra,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,29.7,Local Fair,212,74,117,1.6,1,265,26.3
2023-03-15,PHC_030,Uttar Pradesh,Paracetamol 500mg (Antipyretic),Heatwave,30.7,Diwali,108,18,17,0.9,1,343,43.7
2023-03-15,PHC_030,Uttar Pradesh,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,34.4,Diwali,203,35,455,13.0,0,881,63.5
2023-03-15,PHC_030,Uttar Pradesh,Rabies Immunoglobulin (ARV),Heatwave,42.6,Local Fair,110,38,429,11.3,0,852,43.5
2023-03-15,PHC_031,Bihar,ORS Packets,Clear,42.6,Diwali,111,36,376,10.4,0,998,72.5
2023-03-15,PHC_031,Bihar,Paracetamol 500mg (Antipyretic),High Humidity,28.2,Holi,179,61,141,2.3,1,389,11.3
2023-03-15,PHC_032,Rajasthan,Snake Venom Antiserum,High Humidity,29.5,Local Fair,167,46,253,5.5,0,589,76.5
2023-03-15,PHC_033,Karnataka,Ceftriaxone 1g (Antibiotic),Clear,22.0,Kumbh Mela,158,61,460,7.5,0,923,21.4
2023-03-15,PHC_033,Karnataka,Amoxicillin 500mg (Antibiotic),Heatwave,32.7,Local Fair,78,30,480,16.0,0,794,38.9
2023-03-15,PHC_034,Uttar Pradesh,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,22.1,None,130,22,466,21.2,0,281,79.1
2023-03-15,PHC_034,Uttar Pradesh,ORS Packets,Monsoon/Heavy Rain,32.2,Local Fair,126,39,265,6.8,0,13,75.7
2023-03-15,PHC_035,Gujarat,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,44.0,Local Fair,155,34,270,7.9,0,995,69.6
2023-03-15,PHC_036,Tamil Nadu,ORS Packets,Clear,32.9,Diwali,116,39,47,1.2,1,727,24.8
2023-03-15,PHC_036,Tamil Nadu,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,22.6,Local Fair,178,36,24,0.7,1,221,52.8
2023-03-15,PHC_037,Rajasthan,Amoxicillin 500mg (Antibiotic),Monsoon/Heavy Rain,39.2,Holi,231,60,416,6.9,0,468,61.0
2023-03-15,PHC_037,Rajasthan,Ceftriaxone 1g (Antibiotic),High Humidity,28.4,Diwali,62,18,408,22.7,0,183,38.0
2023-03-15,PHC_039,Assam,ORS Packets,Heatwave,39.3,Kumbh Mela,159,50,324,6.5,0,58,26.2
2023-03-15,PHC_041,Maharashtra,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,24.8,Holi,160,38,51,1.3,1,472,47.2
2023-03-15,PHC_045,Maharashtra,Snake Venom Antiserum,High Humidity,22.5,Diwali,166,46,87,1.9,1,467,79.8
2023-03-15,PHC_045,Maharashtra,Amoxicillin 500mg (Antibiotic),Clear,27.5,Holi,75,9,416,46.2,0,547,23.5
2023-03-15,PHC_045,Maharashtra,ORS Packets,Monsoon/Heavy Rain,38.7,None,143,47,53,1.1,1,648,71.4
2023-03-15,PHC_046,Assam,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,34.0,None,159,25,135,5.4,0,218,51.6
2023-03-15,PHC_047,Bihar,Paracetamol 500mg (Antipyretic),Clear,29.6,None,139,31,412,13.3,0,671,78.0
2023-03-15,PHC_047,Bihar,ORS Packets,Clear,23.0,Kumbh Mela,104,26,14,0.5,1,23,70.7
2023-03-15,PHC_050,Maharashtra,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,30.0,None,136,48,303,6.3,0,451,42.6
2023-03-16,PHC_001,Tamil Nadu,Snake Venom Antiserum,Clear,42.5,Holi,64,8,72,9.0,0,92,60.1
2023-03-16,PHC_003,Uttar Pradesh,Rabies Immunoglobulin (ARV),High Humidity,44.7,Local Fair,98,33,435,13.2,0,190,13.5
2023-03-16,PHC_004,Karnataka,Rabies Immunoglobulin (ARV),Clear,29.1,None,60,15,17,1.1,1,186,70.2
2023-03-16,PHC_004,Karnataka,Rabies Immunoglobulin (ARV),Clear,34.4,Kumbh Mela,119,30,377,12.6,0,782,29.5
2023-03-16,PHC_006,Gujarat,Amoxicillin 500mg (Antibiotic),Clear,41.5,Holi,82,25,346,13.8,0,151,62.0
2023-03-16,PHC_006,Gujarat,Amoxicillin 500mg (Antibiotic),Monsoon/Heavy Rain,30.6,None,157,36,231,6.4,0,459,72.7
2023-03-16,PHC_008,Gujarat,Paracetamol 500mg (Antipyretic),Heatwave,29.1,Local Fair,70,17,476,28.0,0,876,15.0
2023-03-16,PHC_008,Gujarat,ORS Packets,Monsoon/Heavy Rain,42.6,Holi,208,28,124,4.4,1,728,74.1
2023-03-16,PHC_008,Gujarat,Snake Venom Antiserum,Heatwave,40.0,Diwali,85,24,29,1.2,1,133,70.4
2023-03-16,PHC_009,Gujarat,Ceftriaxone 1g (Antibiotic),Heatwave,27.5,Holi,97,35,373,10.7,0,951,45.1
2023-03-16,PHC_009,Gujarat,Rabies Immunoglobulin (ARV),Clear,35.1,None,97,37,498,13.5,0,212,33.1
2023-03-16,PHC_009,Gujarat,ORS Packets,Heatwave,43.8,Local Fair,96,37,122,3.3,1,569,47.3
2023-03-16,PHC_009,Gujarat,Rabies Immunoglobulin (ARV),High Humidity,28.5,Holi,124,19,16,0.8,1,290,68.5
2023-03-16,PHC_010,Tamil Nadu,Paracetamol 500mg (Antipyretic),High Humidity,44.7,Holi,106,16,499,31.2,0,666,69.7
2023-03-16,PHC_011,Uttar Pradesh,Paracetamol 500mg (Antipyretic),Clear,22.3,Diwali,73,10,8,0.8,1,624,27.1
2023-03-16,PHC_011,Uttar Pradesh,Oxytocin 10 IU (Maternal),Clear,27.0,Local Fair,153,41,30,0.7,1,203,16.2
2023-03-16,PHC_012,Bihar,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,27.2,None,117,40,441,11.0,0,740,78.6
2023-03-16,PHC_012,Bihar,Ceftriaxone 1g (Antibiotic),High Humidity,26.1,Holi,126,42,479,11.4,0,253,17.8
2023-03-16,PHC_014,Bihar,ORS Packets,Heatwave,41.2,Kumbh Mela,102,16,404,25.2,0,110,78.9
2023-03-16,PHC_015,Uttar Pradesh,Rabies Immunoglobulin (ARV),High Humidity,26.4,Kumbh Mela,156,57,304,5.3,0,552,18.3
2023-03-16,PHC_015,Uttar Pradesh,Rabies Immunoglobulin (ARV),Heatwave,26.5,Holi,105,26,33,1.3,1,928,10.8
2023-03-16,PHC_019,Maharashtra,Snake Venom Antiserum,High Humidity,44.6,None,44,16,167,10.4,0,57,45.0
2023-03-16,PHC_024,Maharashtra,ORS Packets,Clear,44.9,Holi,86,21,421,20.0,0,617,61.2
2023-03-16,PHC_027,Karnataka,Snake Venom Antiserum,High Humidity,22.5,None,75,18,158,8.8,0,245,13.9
2023-03-16,PHC_029,Karnataka,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,44.4,Local Fair,192,74,448,6.1,0,982,29.5
2023-03-16,PHC_031,Bihar,Rabies Immunoglobulin (ARV),Clear,38.5,Holi,92,13,75,5.8,0,335,13.0
2023-03-16,PHC_031,Bihar,ORS Packets,High Humidity,26.5,Local Fair,99,29,36,1.2,1,954,29.4
2023-03-16,PHC_031,Bihar,Snake Venom Antiserum,Clear,37.7,None,147,45,384,8.5,0,631,14.1
2023-03-16,PHC_033,Karnataka,Paracetamol 500mg (Antipyretic),High Humidity,33.4,Kumbh Mela,141,36,430,11.9,0,918,78.3
2023-03-16,PHC_034,Uttar Pradesh,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,35.1,None,167,56,229,4.1,1,283,13.4
2023-03-16,PHC_036,Tamil Nadu,ORS Packets,Monsoon/Heavy Rain,43.8,Holi,125,28,450,16.1,0,924,70.8
2023-03-16,PHC_037,Rajasthan,Paracetamol 500mg (Antipyretic),Heatwave,33.1,Diwali,68,23,215,9.3,0,959,12.4
2023-03-16,PHC_040,Bihar,Paracetamol 500mg (Antipyretic),Heatwave,32.6,None,90,35,271,7.7,0,660,76.1
2023-03-16,PHC_040,Bihar,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,38.1,Diwali,257,64,298,4.7,1,58,76.7
2023-03-16,PHC_042,Rajasthan,Amoxicillin 500mg (Antibiotic),Heatwave,31.2,Holi,86,16,477,29.8,0,973,23.1
2023-03-16,PHC_042,Rajasthan,Paracetamol 500mg (Antipyretic),Heatwave,42.7,Local Fair,90,12,439,36.6,0,737,41.3
2023-03-16,PHC_044,Uttar Pradesh,Paracetamol 500mg (Antipyretic),Clear,33.8,Kumbh Mela,134,28,258,9.2,0,714,76.9
2023-03-16,PHC_045,Maharashtra,ORS Packets,Clear,36.8,Local Fair,135,42,278,6.6,0,280,61.2
2023-03-16,PHC_045,Maharashtra,Snake Venom Antiserum,Clear,44.4,None,95,19,383,20.2,0,823,66.0
2023-03-16,PHC_045,Maharashtra,Rabies Immunoglobulin (ARV),High Humidity,36.6,None,30,7,314,44.9,0,10,19.8
2023-03-16,PHC_046,Assam,Paracetamol 500mg (Antipyretic),High Humidity,30.7,Kumbh Mela,151,43,326,7.6,0,337,29.8
2023-03-16,PHC_049,Rajasthan,Ceftriaxone 1g (Antibiotic),Clear,27.2,Holi,61,24,401,16.7,0,567,42.4
2023-03-17,PHC_003,Uttar Pradesh,Paracetamol 500mg (Antipyretic),Heatwave,23.5,Local Fair,129,12,483,40.2,0,240,44.5
2023-03-17,PHC_004,Karnataka,Ceftriaxone 1g (Antibiotic),Clear,29.0,Holi,84,11,209,19.0,0,778,61.3
2023-03-17,PHC_004,Karnataka,Amoxicillin 500mg (Antibiotic),Clear,33.7,Local Fair,143,40,37,0.9,1,879,26.1
2023-03-17,PHC_005,Tamil Nadu,Ceftriaxone 1g (Antibiotic),Heatwave,44.1,Local Fair,153,27,500,18.5,0,631,45.6
2023-03-17,PHC_005,Tamil Nadu,Snake Venom Antiserum,High Humidity,30.7,Holi,120,44,299,6.8,0,622,22.3
2023-03-17,PHC_005,Tamil Nadu,Amoxicillin 500mg (Antibiotic),Clear,34.9,Local Fair,78,12,74,6.2,0,382,47.1
2023-03-17,PHC_005,Tamil Nadu,Amoxicillin 500mg (Antibiotic),Clear,38.2,Holi,159,49,326,6.7,0,85,46.7
2023-03-17,PHC_006,Gujarat,Oxytocin 10 IU (Maternal),Clear,32.7,None,62,22,432,19.6,0,0,19.2
2023-03-17,PHC_006,Gujarat,Rabies Immunoglobulin (ARV),High Humidity,24.0,Local Fair,80,8,400,50.0,0,104,33.6
2023-03-17,PHC_007,Karnataka,Ceftriaxone 1g (Antibiotic),Clear,30.1,Kumbh Mela,176,33,228,6.9,0,98,74.6
2023-03-17,PHC_007,Karnataka,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,34.3,None,177,58,20,0.3,1,808,78.1
2023-03-17,PHC_008,Gujarat,Snake Venom Antiserum,Clear,38.6,Diwali,101,13,315,24.2,0,856,50.6
2023-03-17,PHC_014,Bihar,Paracetamol 500mg (Antipyretic),High Humidity,27.7,Holi,132,19,57,3.0,1,151,51.7
2023-03-17,PHC_016,Bihar,Amoxicillin 500mg (Antibiotic),High Humidity,41.8,Local Fair,183,64,35,0.5,1,443,74.7
2023-03-17,PHC_017,Maharashtra,Ceftriaxone 1g (Antibiotic),High Humidity,39.8,None,150,45,444,9.9,0,98,10.2
2023-03-17,PHC_017,Maharashtra,Amoxicillin 500mg (Antibiotic),High Humidity,22.7,None,56,8,354,44.2,0,163,64.9
2023-03-17,PHC_018,Rajasthan,Oxytocin 10 IU (Maternal),Heatwave,39.2,Kumbh Mela,193,45,144,3.2,1,309,55.0
2023-03-17,PHC_019,Maharashtra,Oxytocin 10 IU (Maternal),Heatwave,41.5,Kumbh Mela,82,26,31,1.2,1,987,61.4
2023-03-17,PHC_020,Tamil Nadu,ORS Packets,Heatwave,32.9,Kumbh Mela,118,37,446,12.1,0,420,52.4
2023-03-17,PHC_022,Tamil Nadu,Ceftriaxone 1g (Antibiotic),Heatwave,42.0,Kumbh Mela,97,35,257,7.3,0,418,47.9
2023-03-17,PHC_023,Rajasthan,ORS Packets,High Humidity,26.4,Kumbh Mela,103,24,237,9.9,0,359,43.1
2023-03-17,PHC_023,Rajasthan,Snake Venom Antiserum,High Humidity,34.4,Diwali,153,60,58,1.0,1,493,75.6
2023-03-17,PHC_024,Maharashtra,Paracetamol 500mg (Antipyretic),High Humidity,31.6,Kumbh Mela,132,21,446,21.2,0,873,67.6
2023-03-17,PHC_025,Gujarat,Rabies Immunoglobulin (ARV),Clear,33.2,Holi,87,17,282,16.6,0,154,64.7
2023-03-17,PHC_025,Gujarat,Paracetamol 500mg (Antipyretic),Heatwave,27.1,None,100,16,149,9.3,0,99,69.5
2023-03-17,PHC_027,Karnataka,Amoxicillin 500mg (Antibiotic),Clear,22.3,Diwali,155,39,61,1.6,1,904,44.7
2023-03-17,PHC_027,Karnataka,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,33.9,Local Fair,104,11,282,25.6,0,457,48.2
2023-03-17,PHC_028,Gujarat,Rabies Immunoglobulin (ARV),Heatwave,34.3,Local Fair,92,9,426,47.3,0,322,47.4
2023-03-17,PHC_028,Gujarat,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,43.3,Local Fair,111,26,341,13.1,0,119,23.7
2023-03-17,PHC_030,Uttar Pradesh,Snake Venom Antiserum,Monsoon/Heavy Rain,27.8,Local Fair,237,74,374,5.1,0,282,37.9
2023-03-17,PHC_030,Uttar Pradesh,Snake Venom Antiserum,Clear,38.0,Local Fair,137,46,323,7.0,0,527,45.0
2023-03-17,PHC_031,Bihar,Paracetamol 500mg (Antipyretic),Clear,27.6,None,51,19,70,3.7,1,909,47.6
2023-03-17,PHC_032,Rajasthan,Snake Venom Antiserum,Heatwave,37.9,Kumbh Mela,145,38,366,9.6,0,209,16.9
2023-03-17,PHC_032,Rajasthan,Amoxicillin 500mg (Antibiotic),High Humidity,25.4,Diwali,64,22,420,19.1,0,102,11.1
2023-03-17,PHC_033,Karnataka,ORS Packets,High Humidity,25.9,Diwali,151,47,454,9.7,0,507,78.1
2023-03-17,PHC_035,Gujarat,Ceftriaxone 1g (Antibiotic),Clear,23.9,None,139,46,452,9.8,0,720,48.2
2023-03-17,PHC_035,Gujarat,Paracetamol 500mg (Antipyretic),Heatwave,33.5,Kumbh Mela,109,40,132,3.3,1,213,49.0
2023-03-17,PHC_035,Gujarat,Paracetamol 500mg (Antipyretic),High Humidity,27.3,None,70,20,448,22.4,0,275,58.1
2023-03-17,PHC_036,Tamil Nadu,Snake Venom Antiserum,Monsoon/Heavy Rain,34.2,None,137,36,11,0.3,1,50,37.1
2023-03-17,PHC_038,Rajasthan,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,34.1,Holi,174,24,133,5.5,0,384,45.7
2023-03-17,PHC_041,Maharashtra,Ceftriaxone 1g (Antibiotic),Clear,35.1,Holi,117,29,147,5.1,0,723,20.5
2023-03-17,PHC_041,Maharashtra,Amoxicillin 500mg (Antibiotic),Monsoon/Heavy Rain,28.8,Local Fair,229,23,127,5.5,0,859,50.2
2023-03-17,PHC_041,Maharashtra,Oxytocin 10 IU (Maternal),High Humidity,25.5,None,149,17,385,22.6,0,937,60.8
2023-03-17,PHC_042,Rajasthan,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,29.5,None,169,40,350,8.8,0,456,41.4
2023-03-17,PHC_042,Rajasthan,Oxytocin 10 IU (Maternal),Heatwave,31.4,Holi,101,29,301,10.4,0,426,59.8
2023-03-17,PHC_042,Rajasthan,Amoxicillin 500mg (Antibiotic),High Humidity,26.0,Kumbh Mela,120,19,81,4.3,1,836,30.9
2023-03-17,PHC_043,Uttar Pradesh,Oxytocin 10 IU (Maternal),High Humidity,30.4,Diwali,85,19,262,13.8,0,634,25.5
2023-03-17,PHC_043,Uttar Pradesh,ORS Packets,Monsoon/Heavy Rain,40.7,Local Fair,148,21,232,11.0,0,566,33.0
2023-03-17,PHC_043,Uttar Pradesh,Rabies Immunoglobulin (ARV),Clear,42.0,None,125,26,16,0.6,1,395,36.4
2023-03-17,PHC_044,Uttar Pradesh,Snake Venom Antiserum,High Humidity,35.1,Kumbh Mela,148,25,137,5.5,0,448,62.7
2023-03-17,PHC_045,Maharashtra,ORS Packets,Clear,28.2,Local Fair,99,25,204,8.2,0,816,72.8
2023-03-17,PHC_046,Assam,Oxytocin 10 IU (Maternal),Clear,25.5,Local Fair,58,15,153,10.2,0,572,70.0
2023-03-17,PHC_046,Assam,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,38.4,Holi,227,33,307,9.3,0,833,29.7
2023-03-17,PHC_046,Assam,Rabies Immunoglobulin (ARV),Clear,23.9,Kumbh Mela,126,41,285,7.0,0,384,56.5
2023-03-17,PHC_047,Bihar,Paracetamol 500mg (Antipyretic),Clear,41.1,Holi,110,27,310,11.5,0,336,45.4
2023-03-17,PHC_047,Bihar,Paracetamol 500mg (Antipyretic),Clear,24.6,None,44,6,192,32.0,0,172,75.1
2023-03-17,PHC_049,Rajasthan,Ceftriaxone 1g (Antibiotic),High Humidity,36.2,Holi,95,14,384,27.4,0,956,61.2
2023-03-17,PHC_050,Maharashtra,ORS Packets,Heatwave,37.9,Local Fair,52,15,5,0.3,1,758,28.7
2023-03-18,PHC_001,Tamil Nadu,Ceftriaxone 1g (Antibiotic),Heatwave,29.6,None,46,5,61,12.2,0,427,75.8
2023-03-18,PHC_002,Karnataka,Rabies Immunoglobulin (ARV),High Humidity,34.2,Holi,68,21,249,11.9,0,533,69.5
2023-03-18,PHC_005,Tamil Nadu,Oxytocin 10 IU (Maternal),High Humidity,39.9,Local Fair,90,24,87,3.6,1,894,68.3
2023-03-18,PHC_006,Gujarat,Paracetamol 500mg (Antipyretic),Heatwave,40.7,Kumbh Mela,150,20,383,19.1,0,665,28.5
2023-03-18,PHC_010,Tamil Nadu,Rabies Immunoglobulin (ARV),High Humidity,34.9,None,127,41,390,9.5,0,14,75.5
2023-03-18,PHC_011,Uttar Pradesh,ORS Packets,Heatwave,41.3,Local Fair,85,32,433,13.5,0,967,15.1
2023-03-18,PHC_012,Bihar,Oxytocin 10 IU (Maternal),Clear,43.6,Local Fair,125,42,75,1.8,1,818,35.5
2023-03-18,PHC_013,Bihar,Rabies Immunoglobulin (ARV),High Humidity,32.4,Holi,70,13,304,23.4,0,479,62.0
2023-03-18,PHC_015,Uttar Pradesh,Oxytocin 10 IU (Maternal),Heatwave,40.0,Holi,121,47,469,10.0,0,262,24.7
2023-03-18,PHC_015,Uttar Pradesh,Snake Venom Antiserum,High Humidity,31.5,Local Fair,179,45,215,4.8,1,47,27.2
2023-03-18,PHC_016,Bihar,Rabies Immunoglobulin (ARV),High Humidity,25.0,Kumbh Mela,88,27,176,6.5,0,817,76.9
2023-03-18,PHC_018,Rajasthan,Paracetamol 500mg (Antipyretic),Heatwave,23.0,None,59,20,371,18.6,0,86,79.8
2023-03-18,PHC_019,Maharashtra,Ceftriaxone 1g (Antibiotic),High Humidity,22.7,Holi,128,31,35,1.1,1,30,69.0
2023-03-18,PHC_021,Bihar,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,43.6,Kumbh Mela,179,46,312,6.8,0,212,24.9
